,RT,SERIALNO
1323,P,2012000133147
1324,P,2012000133254
1325,P,2012000133254
1326,P,2012000133254
1327,P,2012000133254
1328,P,2012000133991
1329,P,2012000133991
1330,P,2012000133991
1331,P,2012000133991
1332,P,2012000133991
1333,P,2012000134029
1334,P,2012000134029
1335,P,2012000134029
1336,P,2012000134029
1337,P,2012000134035
1338,P,2012000134035
1339,P,2012000134035
1340,P,2012000134035
1341,P,2012000134138
1342,P,2012000134138
1343,P,2012000134194
1344,P,2012000134401
1345,P,2012000134401
1346,P,2012000134401
1347,P,2012000134401
1348,P,2012000134401
1349,P,2012000134401
1350,P,2012000134401
1351,P,2012000134580
1352,P,2012000134580
1353,P,2012000134580
1354,P,2012000134580
1355,P,2012000134608
