,AGEP
9445,55
9446,55
9447,62
9448,74
9449,45
9450,26
9451,32
9452,76
9453,45
9454,40
9455,15
9456,12
9457,12
9458,21
9459,24
9460,77
9461,75
9462,76
9463,49
9464,60
9465,24
9466,30
9467,37
9468,32
9469,78
9470,77
9471,43
9472,42
9473,23
9474,20
9475,65
9476,39
9477,27
9478,28
9479,2
9480,20
9481,62
9482,73
9483,73
9484,77
9485,69
9486,64
9487,43
9488,69
9489,65
9490,42
9491,41
9492,18
9493,16
9494,13
9495,61
9496,58
9497,38
9498,34
9499,13
9500,12
9501,21
9502,15
9503,27
9504,27
9505,70
9506,73
9507,32
9508,32
9509,27
9510,27
9511,1
9512,75
9513,36
9514,36
9515,12
9516,9
9517,2
9518,37
9519,38
9520,12
9521,65
9522,62
9523,41
9524,23
9525,46
9526,83
9527,46
9528,45
9529,25
9530,3
9531,2
9532,24
9533,93
9534,61
9535,53
9536,57
9537,29
9538,29
9539,26
9540,4
9541,2
9542,62
9543,69
9544,83
9545,78
9546,93
9547,66
9548,65
9549,73
9550,46
9551,15
9552,44
9553,31
9554,35
9555,12
9556,3
9557,31
9558,73
9559,55
9560,54
9561,29
9562,28
9563,13
9564,6
9565,52
9566,52
9567,55
9568,57
9569,54
9570,50
9571,50
9572,44
9573,13
9574,49
9575,17
9576,14
9577,51
9578,49
9579,27
9580,27
9581,2
9582,0
9583,32
9584,26
9585,64
9586,72
9587,71
9588,79
9589,55
9590,55
9591,33
9592,13
9593,5
9594,2
9595,37
9596,36
9597,8
9598,6
9599,5
9600,67
9601,66
9602,63
9603,18
9604,59
9605,62
9606,60
9607,50
9608,33
9609,32
9610,27
9611,28
9612,10
9613,8
9614,7
9615,2
9616,46
9617,51
9618,20
9619,16
9620,60
9621,64
9622,64
9623,87
9624,59
9625,25
9626,56
9627,69
9628,32
9629,33
9630,5
9631,1
9632,46
9633,11
9634,46
9635,83
9636,49
9637,47
9638,18
9639,37
9640,35
9641,12
9642,9
9643,1
9644,56
9645,58
9646,24
9647,28
9648,56
9649,35
9650,93
9651,70
9652,66
9653,64
9654,86
9655,71
9656,67
9657,74
9658,42
9659,21
9660,93
9661,37
9662,35
9663,9
9664,6
9665,4
9666,0
9667,32
9668,35
9669,7
9670,4
9671,28
9672,5
9673,27
9674,45
9675,55
9676,54
9677,84
9678,48
9679,49
9680,25
9681,80
9682,86
9683,78
9684,46
9685,46
9686,15
9687,14
9688,83
9689,85
9690,69
9691,60
9692,37
9693,35
9694,11
9695,7
9696,3
9697,24
9698,3
9699,47
9700,62
9701,14
9702,76
9703,75
9704,57
9705,57
9706,26
9707,22
9708,23
9709,59
9710,47
9711,50
9712,27
9713,24
9714,21
9715,17
9716,44
9717,56
9718,18
9719,33
9720,17
9721,15
9722,13
9723,16
9724,11
9725,36
9726,64
9727,69
9728,56
9729,51
9730,53
9731,53
9732,59
9733,61
9734,32
9735,31
9736,4
9737,2
9738,93
9739,89
9740,57
9741,57
9742,66
9743,64
9744,52
9745,50
9746,62
9747,62
9748,23
9749,59
9750,64
9751,36
9752,37
9753,14
9754,5
9755,80
9756,77
9757,52
9758,49
9759,47
9760,49
9761,38
9762,33
9763,9
9764,7
9765,4
9766,2
9767,67
9768,63
9769,33
9770,31
9771,6
9772,0
9773,38
9774,41
9775,55
9776,52
9777,93
9778,29
9779,25
9780,64
9781,58
9782,12
9783,10
9784,48
9785,53
9786,85
9787,26
9788,4
9789,71
9790,59
9791,61
9792,37
9793,16
9794,13
9795,8
9796,70
9797,47
9798,12
9799,53
9800,58
9801,16
9802,15
9803,10
9804,68
9805,87
9806,40
9807,43
9808,66
9809,48
9810,13
9811,29
9812,68
9813,43
9814,53
9815,16
9816,14
9817,47
9818,48
9819,50
9820,52
9821,23
9822,28
9823,70
9824,65
9825,52
9826,52
9827,24
9828,17
9829,41
9830,42
9831,10
9832,8
9833,4
9834,16
9835,15
9836,43
9837,43
9838,54
9839,64
9840,70
9841,50
9842,60
9843,63
9844,59
9845,70
9846,42
9847,55
9848,55
9849,6
9850,41
9851,40
9852,19
9853,1
9854,48
9855,77
9856,48
9857,17
9858,68
9859,42
9860,3
9861,53
9862,50
9863,26
9864,12
9865,8
9866,69
9867,27
9868,28
9869,0
9870,48
9871,47
9872,78
9873,93
9874,32
9875,32
9876,8
9877,6
9878,3
9879,0
9880,53
9881,77
9882,62
9883,63
9884,31
9885,27
9886,71
9887,30
9888,6
9889,30
9890,34
9891,5
9892,4
9893,2
9894,0
9895,81
9896,51
9897,69
9898,69
9899,74
9900,66
9901,31
9902,32
9903,53
9904,73
9905,29
9906,39
9907,46
9908,20
9909,19
9910,14
9911,5
9912,49
9913,55
9914,10
9915,67
9916,72
9917,46
9918,44
9919,9
9920,52
9921,27
9922,34
9923,5
9924,1
9925,54
9926,59
9927,75
9928,69
9929,42
9930,41
9931,11
9932,8
9933,4
9934,79
9935,57
9936,23
9937,40
9938,10
9939,33
9940,55
9941,50
9942,20
9943,36
9944,30
9945,9
9946,5
9947,83
9948,84
9949,62
9950,43
9951,43
9952,8
9953,36
9954,35
9955,10
9956,16
9957,19
9958,58
9959,62
9960,57
9961,39
9962,37
9963,23
9964,53
9965,50
9966,28
9967,19
9968,9
9969,79
9970,61
9971,63
9972,93
9973,43
9974,39
9975,16
9976,42
9977,41
9978,17
9979,13
9980,62
9981,33
9982,9
9983,7
9984,53
9985,47
9986,29
9987,5
9988,63
9989,70
9990,60
9991,48
9992,41
9993,19
9994,19
9995,14
9996,12
9997,9
9998,6
9999,59
10000,57
10001,29
10002,26
10003,6
10004,1
10005,13
10006,62
10007,62
10008,19
10009,17
10010,8
10011,49
10012,24
10013,69
10014,16
10015,23
10016,4
10017,23
10018,45
10019,9
10020,24
10021,21
10022,93
10023,54
10024,52
10025,61
10026,64
10027,51
10028,17
10029,78
10030,75
10031,44
10032,18
10033,53
10034,67
10035,45
10036,66
10037,58
10038,44
10039,32
10040,40
10041,34
10042,34
10043,7
10044,5
10045,0
10046,35
10047,8
10048,6
10049,82
10050,78
10051,55
10052,50
10053,74
10054,73
10055,30
10056,27
10057,2
10058,0
10059,57
10060,48
10061,13
10062,12
10063,21
10064,22
10065,21
10066,88
10067,81
10068,66
10069,66
10070,48
10071,44
10072,20
10073,13
10074,57
10075,58
10076,22
10077,39
10078,77
10079,72
10080,71
10081,64
10082,72
10083,66
10084,64
10085,64
10086,66
10087,57
10088,66
10089,83
10090,36
10091,34
10092,10
10093,66
10094,67
10095,70
10096,70
10097,68
10098,65
10099,57
10100,55
10101,32
10102,2
10103,43
10104,50
10105,40
10106,39
10107,12
10108,9
10109,6
10110,0
10111,65
10112,70
10113,63
10114,18
10115,62
10116,61
10117,60
10118,49
10119,49
10120,65
10121,69
10122,38
10123,71
10124,57
10125,87
10126,74
10127,52
10128,48
10129,82
10130,69
10131,72
10132,56
10133,26
10134,22
10135,41
10136,36
10137,17
10138,14
10139,9
10140,28
10141,29
10142,2
10143,34
10144,33
10145,9
10146,7
10147,93
10148,48
10149,41
10150,41
10151,15
10152,47
10153,20
10154,16
10155,19
10156,22
10157,46
10158,12
10159,10
10160,39
10161,12
10162,40
10163,49
10164,34
10165,39
10166,9
10167,5
10168,5
10169,56
10170,60
10171,58
10172,63
10173,74
10174,46
10175,16
10176,31
10177,30
10178,6
10179,4
10180,1
10181,68
10182,65
10183,27
10184,24
10185,20
10186,52
10187,59
10188,39
10189,15
10190,33
10191,35
10192,13
10193,9
10194,48
10195,64
10196,68
10197,32
10198,32
10199,0
10200,34
10201,14
10202,12
10203,6
10204,55
10205,64
10206,57
10207,25
10208,86
10209,34
10210,10
10211,8
10212,3
10213,63
10214,81
10215,22
10216,53
10217,48
10218,72
10219,50
10220,53
10221,48
10222,67
10223,68
10224,65
10225,55
10226,56
10227,42
10228,43
10229,8
10230,59
10231,23
10232,34
10233,26
10234,5
10235,2
10236,0
10237,41
10238,14
10239,10
10240,48
10241,49
10242,64
10243,45
10244,55
10245,72
10246,28
10247,76
10248,75
10249,57
10250,46
10251,52
10252,30
10253,44
10254,41
10255,13
10256,5
10257,3
10258,72
10259,71
10260,67
10261,40
10262,34
10263,17
10264,10
10265,6
10266,3
10267,33
10268,71
10269,67
10270,32
10271,31
10272,9
10273,7
10274,5
10275,2
10276,55
10277,61
10278,63
10279,62
10280,56
10281,67
10282,38
10283,34
10284,3
10285,1
10286,52
10287,60
10288,82
10289,46
10290,46
10291,15
10292,77
10293,23
10294,30
10295,86
10296,66
10297,37
10298,69
10299,68
10300,56
10301,53
10302,17
10303,43
10304,48
10305,51
10306,46
10307,19
10308,93
10309,69
10310,68
10311,55
10312,20
10313,56
10314,44
10315,40
10316,15
10317,12
10318,50
10319,20
10320,18
10321,73
10322,65
10323,65
10324,88
10325,30
10326,38
10327,3
10328,49
10329,52
10330,35
10331,39
10332,3
10333,3
10334,41
10335,43
10336,77
10337,73
10338,18
10339,54
10340,18
10341,74
10342,75
10343,76
10344,75
10345,51
10346,51
10347,29
10348,57
10349,30
10350,55
10351,73
10352,66
10353,65
10354,42
10355,5
10356,44
10357,25
10358,34
10359,36
10360,41
10361,41
10362,16
10363,78
10364,16
10365,57
10366,57
10367,38
10368,40
10369,9
10370,7
10371,4
10372,1
10373,36
10374,35
10375,13
10376,10
10377,40
10378,38
10379,12
10380,10
10381,6
10382,75
10383,72
10384,62
10385,34
10386,33
10387,10
10388,9
10389,12
10390,3
10391,38
10392,51
10393,51
10394,19
10395,82
10396,82
10397,60
10398,71
10399,68
10400,36
10401,40
10402,14
10403,12
10404,9
10405,5
10406,18
10407,64
10408,21
10409,1
10410,24
10411,20
10412,19
10413,45
10414,73
10415,78
10416,33
10417,5
10418,26
10419,93
10420,60
10421,37
10422,14
10423,9
10424,7
10425,6
10426,58
10427,56
10428,1
10429,38
10430,38
10431,3
10432,6
10433,37
10434,43
10435,56
10436,67
10437,75
10438,40
10439,40
10440,45
10441,12
10442,7
10443,17
10444,47
10445,19
10446,59
10447,64
10448,61
10449,64
10450,50
10451,37
10452,36
10453,9
10454,5
10455,48
10456,51
10457,26
10458,24
10459,74
10460,53
10461,33
10462,32
10463,7
10464,6
10465,5
10466,86
10467,65
10468,34
10469,34
10470,3
10471,14
10472,11
10473,55
10474,23
10475,21
10476,76
10477,64
10478,43
10479,41
10480,15
10481,13
10482,10
10483,7
10484,46
10485,40
10486,18
10487,16
10488,15
10489,10
10490,7
10491,2
10492,86
10493,86
10494,64
10495,57
10496,57
10497,26
10498,69
10499,68
10500,48
10501,45
10502,18
10503,16
10504,14
10505,20
10506,40
10507,60
10508,33
10509,45
10510,44
10511,13
10512,12
10513,6
10514,73
10515,73
10516,52
10517,52
10518,48
10519,41
10520,11
10521,86
10522,26
10523,30
10524,1
10525,70
10526,77
10527,61
10528,61
10529,42
10530,15
10531,13
10532,64
10533,56
10534,34
10535,16
10536,5
10537,62
10538,39
10539,36
10540,1
10541,20
10542,26
10543,27
10544,27
10545,23
10546,22
10547,62
10548,30
10549,4
10550,47
10551,68
10552,57
10553,38
10554,47
10555,42
10556,16
10557,12
10558,9
10559,7
10560,53
10561,31
10562,19
10563,18
10564,14
10565,11
10566,8
10567,47
10568,73
10569,63
10570,27
10571,29
10572,26
10573,40
10574,34
10575,34
10576,8
10577,6
10578,4
10579,74
10580,66
10581,69
10582,63
10583,52
10584,51
10585,18
10586,29
10587,7
10588,3
10589,22
10590,21
10591,73
10592,62
10593,29
10594,25
10595,25
10596,21
10597,0
10598,19
10599,59
10600,52
10601,41
10602,43
10603,21
10604,19
10605,10
10606,55
10607,67
10608,61
10609,41
10610,48
10611,12
10612,54
10613,47
10614,29
10615,33
10616,3
10617,15
10618,13
10619,93
10620,65
10621,17
10622,17
10623,17
10624,14
10625,5
10626,67
10627,68
10628,48
10629,46
10630,15
10631,46
10632,59
10633,20
10634,17
10635,18
10636,60
10637,55
10638,70
10639,72
10640,23
10641,23
10642,2
10643,0
10644,57
10645,34
10646,35
10647,19
10648,34
10649,62
10650,60
10651,68
10652,86
10653,55
10654,53
10655,26
10656,24
10657,1
10658,76
10659,23
10660,22
10661,0
10662,50
10663,33
10664,75
10665,81
10666,42
10667,47
10668,72
10669,63
10670,68
10671,24
10672,36
10673,4
10674,2
10675,59
10676,49
10677,46
10678,18
10679,42
10680,18
10681,12
10682,65
10683,63
10684,87
10685,55
10686,58
10687,15
10688,59
10689,60
10690,52
10691,21
10692,21
10693,19
10694,15
10695,10
10696,70
10697,37
10698,38
10699,15
10700,11
10701,10
10702,49
10703,63
10704,63
10705,27
10706,4
10707,42
10708,44
10709,15
10710,55
10711,52
10712,66
10713,42
10714,65
10715,64
10716,51
10717,48
10718,18
10719,84
10720,30
10721,30
10722,5
10723,3
10724,24
10725,22
10726,61
10727,62
10728,59
10729,16
10730,11
10731,26
10732,23
10733,23
10734,2
10735,0
10736,71
10737,66
10738,23
10739,63
10740,57
10741,24
10742,69
10743,57
10744,58
10745,41
10746,34
10747,14
10748,11
10749,76
10750,78
10751,77
10752,50
10753,47
10754,16
10755,10
10756,73
10757,71
10758,31
10759,30
10760,85
10761,64
10762,60
10763,33
10764,46
10765,61
10766,55
10767,16
10768,14
10769,68
10770,93
10771,25
10772,47
10773,43
10774,17
10775,17
10776,43
10777,43
10778,19
10779,17
10780,13
10781,9
10782,6
10783,2
10784,31
10785,61
10786,61
10787,68
10788,54
10789,33
10790,30
10791,10
10792,5
10793,3
10794,38
10795,7
10796,54
10797,34
10798,61
10799,69
10800,54
10801,47
10802,48
10803,17
10804,73
10805,73
10806,39
10807,37
10808,5
10809,3
10810,54
10811,34
10812,30
10813,1
10814,56
10815,55
10816,37
10817,16
10818,10
10819,26
10820,33
10821,2
10822,0
10823,77
10824,43
10825,23
10826,77
10827,85
10828,93
10829,42
10830,41
10831,20
10832,17
10833,19
10834,12
10835,32
10836,28
10837,6
10838,4
10839,3
10840,70
10841,75
10842,62
10843,58
10844,48
10845,56
10846,16
10847,12
10848,55
10849,55
10850,47
10851,44
10852,15
10853,13
10854,11
10855,8
10856,21
10857,39
10858,39
10859,17
10860,16
10861,14
10862,18
10863,55
10864,55
10865,63
10866,43
10867,29
10868,26
10869,38
10870,36
10871,10
10872,8
10873,79
10874,86
10875,41
10876,37
10877,15
10878,16
10879,11
10880,9
10881,47
10882,47
10883,55
10884,61
10885,50
10886,52
10887,17
10888,15
10889,12
10890,13
10891,88
10892,84
10893,63
10894,62
10895,63
10896,51
10897,28
10898,74
10899,73
10900,60
10901,49
10902,52
10903,87
10904,93
10905,79
10906,45
10907,21
10908,4
10909,2
10910,19
10911,54
10912,51
10913,23
10914,17
10915,61
10916,64
10917,22
10918,20
10919,93
10920,64
10921,59
10922,88
10923,79
10924,45
10925,45
10926,27
10927,15
10928,12
10929,1
10930,28
10931,67
10932,53
10933,23
10934,24
10935,41
10936,45
10937,15
10938,13
10939,10
10940,4
10941,82
10942,50
10943,67
10944,62
10945,55
10946,49
10947,19
10948,73
10949,71
10950,39
10951,35
10952,18
10953,34
10954,53
10955,32
10956,34
10957,12
10958,10
10959,71
10960,65
10961,47
10962,30
10963,3
10964,1
10965,45
10966,44
10967,16
10968,9
10969,48
10970,17
10971,21
10972,20
10973,19
10974,71
10975,72
10976,33
10977,93
10978,73
10979,54
10980,57
10981,27
10982,51
10983,51
10984,11
10985,17
10986,72
10987,45
10988,42
10989,11
10990,51
10991,50
10992,53
10993,51
10994,58
10995,81
10996,80
10997,21
10998,21
10999,81
11000,79
11001,80
11002,86
11003,84
11004,57
11005,42
11006,64
11007,63
11008,48
11009,24
11010,71
11011,73
11012,77
11013,77
11014,64
11015,77
11016,61
11017,58
11018,52
11019,62
11020,55
11021,48
11022,50
11023,50
11024,18
11025,60
11026,42
11027,12
11028,14
11029,19
11030,22
11031,21
11032,24
11033,25
11034,35
11035,22
11036,54
11037,52
11038,31
11039,68
11040,70
11041,48
11042,44
11043,19
11044,93
11045,56
11046,13
11047,42
11048,46
11049,56
11050,71
11051,64
11052,59
11053,27
11054,47
11055,28
11056,3
11057,20
11058,39
11059,38
11060,8
11061,4
11062,48
11063,36
11064,36
11065,16
11066,14
11067,9
11068,5
11069,3
11070,41
11071,35
11072,8
11073,5
11074,81
11075,84
11076,86
11077,44
11078,44
11079,80
11080,78
11081,77
11082,18
11083,32
11084,27
11085,6
11086,5
11087,3
11088,1
11089,20
11090,47
11091,8
11092,55
11093,62
11094,60
11095,60
11096,23
11097,33
11098,30
11099,1
11100,58
11101,53
11102,27
11103,37
11104,37
11105,7
11106,6
11107,4
11108,0
11109,55
11110,45
11111,18
11112,72
11113,80
11114,84
11115,57
11116,55
11117,41
11118,39
11119,18
11120,13
11121,58
11122,58
11123,22
11124,67
11125,58
11126,76
11127,82
11128,39
11129,34
11130,49
11131,47
11132,18
11133,10
11134,68
11135,62
11136,23
11137,44
11138,47
11139,17
11140,13
11141,12
11142,52
11143,43
11144,44
11145,51
11146,53
11147,37
11148,47
11149,14
11150,13
11151,4
11152,69
11153,59
11154,29
11155,29
11156,30
11157,43
11158,40
11159,16
11160,14
11161,12
11162,10
11163,7
11164,34
11165,34
11166,28
11167,22
11168,22
11169,23
11170,46
11171,23
11172,67
11173,64
11174,66
11175,49
11176,52
11177,43
11178,16
11179,14
11180,48
11181,51
11182,15
11183,44
11184,46
11185,43
11186,20
11187,18
11188,15
11189,10
11190,85
11191,30
11192,78
11193,76
11194,23
11195,61
11196,59
11197,35
11198,78
11199,45
11200,68
11201,74
11202,76
11203,69
11204,69
11205,61
11206,28
11207,28
11208,7
11209,5
11210,2
11211,61
11212,93
11213,40
11214,18
11215,51
11216,26
11217,7
11218,6
11219,4
11220,68
11221,63
11222,40
11223,14
11224,32
11225,30
11226,9
11227,6
11228,3
11229,46
11230,11
11231,9
11232,93
11233,30
11234,7
11235,3
11236,32
11237,78
11238,69
11239,65
11240,62
11241,62
11242,64
11243,47
11244,33
11245,44
11246,54
11247,57
11248,39
11249,39
11250,16
11251,15
11252,8
11253,5
11254,68
11255,70
11256,19
11257,20
11258,64
11259,62
11260,53
11261,47
11262,21
11263,15
11264,59
11265,56
11266,74
11267,75
11268,66
11269,68
11270,27
11271,49
11272,51
11273,16
11274,42
11275,7
11276,44
11277,50
11278,55
11279,14
11280,10
11281,41
11282,38
11283,14
11284,10
11285,0
11286,28
11287,7
11288,5
11289,47
11290,70
11291,68
11292,66
11293,65
11294,77
11295,75
11296,56
11297,54
11298,37
11299,35
11300,6
11301,3
11302,37
11303,18
11304,39
11305,69
11306,66
11307,47
11308,15
11309,49
11310,49
11311,21
11312,25
11313,19
11314,71
11315,72
11316,76
11317,33
11318,41
11319,63
11320,65
11321,43
11322,41
11323,16
11324,13
11325,9
11326,9
11327,46
11328,42
11329,22
11330,52
11331,45
11332,43
11333,14
11334,12
11335,10
11336,7
11337,5
11338,65
11339,56
11340,40
11341,16
11342,14
11343,44
11344,50
11345,17
11346,17
11347,35
11348,41
11349,0
11350,75
11351,69
11352,74
11353,53
11354,54
11355,22
11356,87
11357,87
11358,37
11359,57
11360,59
11361,60
11362,19
11363,57
11364,60
11365,51
11366,21
11367,20
11368,60
11369,60
11370,79
11371,75
11372,27
11373,45
11374,45
11375,14
11376,3
11377,73
11378,69
11379,80
11380,80
11381,39
11382,39
11383,7
11384,4
11385,23
11386,2
11387,23
11388,22
11389,45
11390,32
11391,49
11392,51
11393,66
11394,65
11395,31
11396,75
11397,81
11398,19
11399,27
11400,27
11401,24
11402,61
11403,64
11404,63
11405,72
11406,64
11407,65
11408,43
11409,44
11410,64
11411,63
11412,86
11413,24
11414,30
11415,29
11416,55
11417,43
11418,33
11419,10
11420,3
11421,75
11422,58
11423,53
11424,39
11425,12
11426,9
11427,66
11428,64
11429,42
11430,43
11431,76
11432,75
11433,57
11434,46
11435,61
11436,50
11437,65
11438,58
11439,33
11440,30
11441,72
11442,77
11443,59
11444,56
11445,34
11446,29
11447,1
11448,69
11449,68
11450,65
11451,24
11452,71
11453,47
11454,46
11455,16
11456,12
11457,38
11458,38
11459,12
11460,8
11461,54
11462,53
11463,27
11464,10
11465,8
11466,6
11467,2
11468,0
11469,23
11470,32
11471,35
11472,31
11473,5
11474,2
11475,49
11476,14
11477,66
11478,63
11479,23
11480,3
11481,69
11482,64
11483,47
11484,29
11485,6
11486,24
11487,53
11488,52
11489,69
11490,66
11491,29
11492,26
11493,69
11494,53
11495,60
11496,28
11497,29
11498,9
11499,6
11500,18
11501,28
11502,10
11503,7
11504,5
11505,59
11506,66
11507,76
11508,75
11509,41
11510,41
11511,9
11512,68
11513,57
11514,39
11515,17
11516,16
11517,0
11518,25
11519,35
11520,14
11521,8
11522,60
11523,45
11524,34
11525,10
11526,36
11527,36
11528,18
11529,60
11530,57
11531,58
11532,75
11533,73
11534,74
11535,62
11536,60
11537,65
11538,63
11539,79
11540,73
11541,41
11542,28
11543,65
11544,66
11545,45
11546,50
11547,13
11548,37
11549,14
11550,9
11551,48
11552,75
11553,74
11554,41
11555,43
11556,18
11557,29
11558,30
11559,6
11560,4
11561,3
11562,1
11563,57
11564,54
11565,15
11566,64
11567,63
11568,61
11569,55
11570,60
11571,60
11572,33
11573,58
11574,54
11575,58
11576,53
11577,26
11578,2
11579,28
11580,54
11581,34
11582,29
11583,22
11584,3
11585,16
11586,84
11587,25
11588,31
11589,59
11590,42
11591,52
11592,15
11593,12
11594,14
11595,44
11596,41
11597,13
11598,11
11599,9
11600,51
11601,42
11602,58
11603,19
11604,56
11605,82
11606,73
11607,55
11608,57
11609,35
11610,39
11611,4
11612,28
11613,24
11614,74
11615,37
11616,63
11617,62
11618,58
11619,53
11620,64
11621,31
11622,32
11623,8
11624,5
11625,2
11626,52
11627,51
11628,50
11629,55
11630,22
11631,19
11632,48
11633,46
11634,26
11635,17
11636,11
11637,49
11638,43
11639,76
11640,76
11641,74
11642,20
11643,22
11644,21
11645,68
11646,67
11647,32
11648,29
11649,3
11650,47
11651,47
11652,73
11653,72
11654,87
11655,43
11656,44
11657,16
11658,14
11659,77
11660,77
11661,75
11662,89
11663,50
11664,54
11665,40
11666,11
11667,55
11668,52
11669,52
11670,53
11671,0
11672,18
11673,65
11674,65
11675,26
11676,27
11677,43
11678,41
11679,17
11680,5
11681,49
11682,54
11683,67
11684,88
11685,45
11686,52
11687,16
11688,68
11689,65
11690,79
11691,28
11692,6
11693,47
11694,79
11695,42
11696,39
11697,47
11698,19
11699,8
11700,19
11701,72
11702,57
11703,12
11704,42
11705,39
11706,18
11707,15
11708,48
11709,48
11710,16
11711,14
11712,9
11713,50
11714,54
11715,56
11716,36
11717,55
11718,20
11719,47
11720,59
11721,59
11722,80
11723,58
11724,20
11725,40
11726,35
11727,9
11728,7
11729,5
11730,1
11731,42
11732,43
11733,12
11734,12
11735,7
11736,75
11737,74
11738,50
11739,16
11740,45
11741,51
11742,40
11743,50
11744,4
11745,0
11746,62
11747,66
11748,66
11749,67
11750,78
11751,67
11752,70
11753,60
11754,39
11755,40
11756,37
11757,16
11758,31
11759,35
11760,10
11761,45
11762,39
11763,67
11764,27
11765,27
11766,6
11767,0
11768,63
11769,64
11770,73
11771,35
11772,35
11773,10
11774,8
11775,3
11776,62
11777,33
11778,32
11779,11
11780,9
11781,6
11782,4
11783,1
11784,31
11785,11
11786,60
11787,29
11788,36
11789,59
11790,61
11791,29
11792,4
11793,39
11794,17
11795,9
11796,32
11797,30
11798,26
11799,1
11800,26
11801,68
11802,54
11803,61
11804,44
11805,9
11806,49
11807,51
11808,21
11809,16
11810,13
11811,24
11812,30
11813,33
11814,3
11815,35
11816,45
11817,8
11818,28
11819,26
11820,6
11821,5
11822,3
11823,37
11824,39
11825,16
11826,12
11827,8
11828,5
11829,59
11830,48
11831,56
11832,44
11833,35
11834,17
11835,11
11836,9
11837,47
11838,44
11839,17
11840,12
11841,12
11842,89
11843,60
11844,62
11845,58
11846,56
11847,61
11848,26
11849,6
11850,73
11851,71
11852,47
11853,13
11854,75
11855,63
11856,59
11857,71
11858,74
11859,54
11860,60
11861,31
11862,32
11863,12
11864,10
11865,53
11866,29
11867,31
11868,64
11869,66
11870,39
11871,10
11872,6
11873,35
11874,72
11875,74
11876,36
11877,46
11878,2
11879,0
11880,10
11881,87
11882,67
11883,65
11884,87
11885,78
11886,80
11887,58
11888,57
11889,23
11890,25
11891,2
11892,1
11893,57
11894,85
11895,81
11896,63
11897,63
11898,55
11899,45
11900,19
11901,34
11902,76
11903,61
11904,84
11905,82
11906,52
11907,64
11908,46
11909,18
11910,15
11911,48
11912,52
11913,50
11914,47
11915,40
11916,35
11917,12
11918,8
11919,37
11920,34
11921,13
11922,10
11923,8
11924,5
11925,0
11926,15
11927,58
11928,53
11929,67
11930,68
11931,26
11932,52
11933,46
11934,17
11935,48
11936,17
11937,15
11938,47
11939,46
11940,50
11941,56
11942,67
11943,72
11944,88
11945,71
11946,68
11947,68
11948,51
11949,46
11950,61
11951,54
11952,19
11953,83
11954,81
11955,68
11956,37
11957,34
11958,9
11959,27
11960,28
11961,2
11962,28
11963,30
11964,47
11965,38
11966,40
11967,12
11968,9
11969,60
11970,53
11971,61
11972,53
11973,53
11974,16
11975,64
11976,41
11977,14
11978,14
11979,13
11980,37
11981,38
11982,38
11983,37
11984,62
11985,55
11986,59
11987,53
11988,61
11989,61
11990,64
11991,31
11992,6
11993,3
11994,78
11995,78
11996,76
11997,55
11998,67
11999,76
12000,88
12001,78
12002,51
12003,51
12004,50
12005,53
12006,34
12007,35
12008,3
12009,2
12010,0
12011,45
12012,12
12013,7
12014,52
12015,58
12016,17
12017,62
12018,47
12019,69
12020,47
12021,19
12022,17
12023,44
12024,38
12025,39
12026,10
12027,6
12028,42
12029,45
12030,16
12031,14
12032,12
12033,5
12034,26
12035,29
12036,5
12037,4
12038,54
12039,67
12040,73
12041,46
12042,43
12043,16
12044,22
12045,53
12046,63
12047,82
12048,27
12049,65
12050,53
12051,73
12052,77
12053,68
12054,61
12055,89
12056,51
12057,24
12058,22
12059,23
12060,87
12061,88
12062,58
12063,55
12064,64
12065,55
12066,56
12067,58
12068,21
12069,17
12070,13
12071,84
12072,70
12073,70
12074,35
12075,35
12076,6
12077,4
12078,69
12079,45
12080,49
12081,5
12082,54
12083,58
12084,64
12085,49
12086,49
12087,51
12088,66
12089,46
12090,33
12091,34
12092,69
12093,64
12094,84
12095,76
12096,52
12097,63
12098,34
12099,30
12100,12
