,AGEP
62758,38
62759,7
62760,2
62761,77
62762,75
62763,61
62764,61
62765,83
62766,70
62767,70
62768,27
62769,65
62770,67
62771,30
62772,24
62773,0
62774,68
62775,66
62776,66
62777,62
62778,67
62779,68
62780,29
62781,28
62782,33
62783,39
62784,11
62785,9
62786,7
62787,55
62788,48
62789,35
62790,36
62791,16
62792,10
62793,44
62794,9
62795,19
62796,60
62797,46
62798,81
62799,60
62800,59
62801,25
62802,78
62803,73
62804,73
62805,71
62806,50
62807,48
62808,19
62809,16
62810,28
62811,31
62812,3
62813,39
62814,30
62815,1
62816,12
62817,11
62818,58
62819,93
62820,41
62821,39
62822,9
62823,15
62824,62
62825,65
62826,42
62827,34
62828,41
62829,68
62830,64
62831,53
62832,13
62833,10
62834,32
62835,29
62836,7
62837,5
62838,3
62839,0
62840,26
62841,27
62842,5
62843,3
62844,1
62845,31
62846,28
62847,6
62848,4
62849,31
62850,30
62851,59
62852,84
62853,58
62854,66
62855,57
62856,18
62857,31
62858,36
62859,8
62860,6
62861,0
62862,18
62863,25
62864,26
62865,63
62866,40
62867,42
62868,19
62869,18
62870,15
62871,10
62872,8
62873,2
62874,77
62875,59
62876,72
62877,73
62878,53
62879,49
62880,24
62881,12
62882,3
62883,0
62884,24
62885,66
62886,67
62887,63
62888,62
62889,58
62890,24
62891,61
62892,62
62893,61
62894,62
62895,21
62896,19
62897,70
62898,34
62899,41
62900,42
62901,11
62902,9
62903,49
62904,51
62905,22
62906,17
62907,15
62908,64
62909,68
62910,65
62911,63
62912,28
62913,23
62914,73
62915,77
62916,46
62917,41
62918,42
62919,41
62920,20
62921,17
62922,15
62923,12
62924,11
62925,10
62926,9
62927,8
62928,82
62929,48
62930,56
62931,68
62932,50
62933,16
62934,41
62935,41
62936,13
62937,9
62938,17
62939,57
62940,56
62941,61
62942,61
62943,65
62944,65
62945,24
62946,54
62947,63
62948,58
62949,62
62950,54
62951,8
62952,84
62953,61
62954,62
62955,47
62956,51
62957,17
62958,15
62959,40
62960,36
62961,18
62962,48
62963,55
62964,38
62965,38
62966,15
62967,13
62968,11
62969,81
62970,82
62971,54
62972,48
62973,5
62974,57
62975,57
62976,20
62977,61
62978,54
62979,60
62980,65
62981,63
62982,64
62983,31
62984,30
62985,12
62986,8
62987,6
62988,3
62989,8
62990,37
62991,34
62992,10
62993,8
62994,29
62995,26
62996,3
62997,1
62998,0
62999,56
63000,14
63001,38
63002,38
63003,12
63004,8
63005,49
63006,18
63007,57
63008,68
63009,61
63010,46
63011,22
63012,29
63013,32
63014,4
63015,2
63016,0
63017,15
63018,19
63019,70
63020,73
63021,38
63022,37
63023,14
63024,12
63025,10
63026,66
63027,87
63028,41
63029,33
63030,13
63031,11
63032,7
63033,55
63034,54
63035,75
63036,73
63037,70
63038,36
63039,37
63040,12
63041,9
63042,8
63043,4
63044,2
63045,2
63046,89
63047,81
63048,58
63049,27
63050,37
63051,47
63052,51
63053,19
63054,74
63055,74
63056,57
63057,60
63058,79
63059,18
63060,16
63061,67
63062,69
63063,40
63064,32
63065,68
63066,31
63067,5
63068,31
63069,33
63070,31
63071,4
63072,3
63073,47
63074,47
63075,53
63076,44
63077,17
63078,13
63079,10
63080,58
63081,24
63082,51
63083,40
63084,18
63085,17
63086,54
63087,55
63088,60
63089,27
63090,9
63091,69
63092,73
63093,59
63094,59
63095,87
63096,83
63097,35
63098,33
63099,11
63100,9
63101,5
63102,49
63103,42
63104,20
63105,15
63106,11
63107,56
63108,57
63109,63
63110,60
63111,28
63112,26
63113,22
63114,68
63115,84
63116,49
63117,52
63118,18
63119,16
63120,41
63121,51
63122,20
63123,16
63124,67
63125,64
63126,37
63127,38
63128,8
63129,6
63130,44
63131,54
63132,48
63133,15
63134,47
63135,22
63136,20
63137,55
63138,63
63139,63
63140,87
63141,34
63142,36
63143,11
63144,7
63145,53
63146,75
63147,23
63148,1
63149,22
63150,69
63151,27
63152,32
63153,3
63154,1
63155,11
63156,7
63157,60
63158,61
63159,89
63160,61
63161,50
63162,65
63163,66
63164,72
63165,70
63166,49
63167,47
63168,48
63169,19
63170,12
63171,30
63172,62
63173,16
63174,20
63175,21
63176,23
63177,24
63178,54
63179,56
63180,27
63181,25
63182,54
63183,40
63184,39
63185,78
63186,78
63187,66
63188,40
63189,77
63190,27
63191,25
63192,25
63193,68
63194,66
63195,63
63196,75
63197,25
63198,28
63199,38
63200,39
63201,28
63202,28
63203,44
63204,48
63205,21
63206,19
63207,15
63208,68
63209,76
63210,75
63211,51
63212,59
63213,13
63214,12
63215,69
63216,23
63217,28
63218,26
63219,65
63220,79
63221,79
63222,56
63223,51
63224,15
63225,51
63226,49
63227,39
63228,4
63229,32
63230,28
63231,1
63232,0
63233,10
63234,29
63235,23
63236,60
63237,60
63238,28
63239,66
63240,66
63241,63
63242,44
63243,40
63244,16
63245,13
63246,8
63247,68
63248,73
63249,22
63250,56
63251,76
63252,66
63253,46
63254,19
63255,18
63256,72
63257,46
63258,46
63259,44
63260,20
63261,26
63262,36
63263,48
63264,25
63265,49
63266,22
63267,16
63268,85
63269,82
63270,63
63271,61
63272,28
63273,28
63274,66
63275,66
63276,70
63277,67
63278,61
63279,47
63280,47
63281,31
63282,42
63283,6
63284,3
63285,31
63286,20
63287,62
63288,63
63289,47
63290,55
63291,13
63292,9
63293,93
63294,65
63295,67
63296,74
63297,29
63298,8
63299,5
63300,58
63301,62
63302,16
63303,14
63304,72
63305,88
63306,86
63307,73
63308,65
63309,65
63310,59
63311,61
63312,59
63313,65
63314,64
63315,51
63316,27
63317,10
63318,35
63319,60
63320,58
63321,66
63322,58
63323,79
63324,80
63325,18
63326,62
63327,76
63328,76
63329,48
63330,44
63331,18
63332,17
63333,13
63334,63
63335,66
63336,29
63337,36
63338,11
63339,8
63340,7
63341,4
63342,7
63343,5
63344,60
63345,63
63346,72
63347,70
63348,56
63349,54
63350,75
63351,57
63352,42
63353,43
63354,17
63355,37
63356,31
63357,68
63358,66
63359,77
63360,39
63361,81
63362,76
63363,58
63364,61
63365,58
63366,61
63367,68
63368,63
63369,49
63370,51
63371,62
63372,59
63373,77
63374,46
63375,38
63376,15
63377,12
63378,60
63379,58
63380,71
63381,63
63382,63
63383,59
63384,68
63385,64
63386,35
63387,22
63388,68
63389,67
63390,83
63391,25
63392,29
63393,1
63394,24
63395,23
63396,69
63397,68
63398,42
63399,53
63400,57
63401,69
63402,23
63403,29
63404,9
63405,6
63406,3
63407,40
63408,37
63409,17
63410,15
63411,13
63412,54
63413,61
63414,63
63415,28
63416,32
63417,5
63418,3
63419,65
63420,63
63421,93
63422,89
63423,24
63424,29
63425,0
63426,35
63427,6
63428,36
63429,57
63430,64
63431,27
63432,25
63433,74
63434,72
63435,34
63436,6
63437,4
63438,60
63439,60
63440,54
63441,76
63442,24
63443,31
63444,27
63445,3
63446,2
63447,60
63448,55
63449,74
63450,74
63451,87
63452,70
63453,72
63454,18
63455,28
63456,28
63457,31
63458,37
63459,3
63460,52
63461,54
63462,14
63463,61
63464,66
63465,51
63466,44
63467,93
63468,64
63469,67
63470,49
63471,50
63472,50
63473,50
63474,22
63475,19
63476,41
63477,39
63478,14
63479,12
63480,59
63481,47
63482,19
63483,18
63484,16
63485,11
63486,78
63487,59
63488,32
63489,13
63490,0
63491,74
63492,74
63493,65
63494,30
63495,10
63496,7
63497,52
63498,69
63499,67
63500,62
63501,68
63502,38
63503,42
63504,69
63505,79
63506,60
63507,51
63508,45
63509,44
63510,20
63511,16
63512,14
63513,10
63514,61
63515,58
63516,39
63517,11
63518,8
63519,8
63520,6
63521,6
63522,5
63523,4
63524,64
63525,89
63526,56
63527,60
63528,71
63529,47
63530,46
63531,21
63532,43
63533,44
63534,17
63535,15
63536,9
63537,6
63538,55
63539,46
63540,11
63541,52
63542,57
63543,22
63544,22
63545,67
63546,65
63547,76
63548,77
63549,61
63550,56
63551,65
63552,62
63553,70
63554,70
63555,65
63556,50
63557,30
63558,31
63559,1
63560,32
63561,56
63562,73
63563,59
63564,29
63565,30
63566,73
63567,31
63568,29
63569,6
63570,55
63571,61
63572,64
63573,61
63574,26
63575,23
63576,30
63577,82
63578,84
63579,59
63580,60
63581,59
63582,66
63583,57
63584,52
63585,37
63586,56
63587,62
63588,59
63589,52
63590,52
63591,58
63592,60
63593,66
63594,75
63595,64
63596,56
63597,53
63598,77
63599,75
63600,64
63601,65
63602,82
63603,77
63604,61
63605,59
63606,52
63607,48
63608,14
63609,58
63610,60
63611,61
63612,72
63613,70
63614,39
63615,36
63616,33
63617,2
63618,50
63619,23
63620,73
63621,70
63622,50
63623,66
63624,68
63625,70
63626,67
63627,33
63628,31
63629,27
63630,65
63631,56
63632,64
63633,43
63634,40
63635,14
63636,11
63637,8
63638,2
63639,58
63640,69
63641,28
63642,28
63643,40
63644,41
63645,11
63646,5
63647,26
63648,84
63649,82
63650,43
63651,40
63652,0
63653,9
63654,7
63655,52
63656,52
63657,61
63658,61
63659,9
63660,59
63661,65
63662,56
63663,79
63664,58
63665,88
63666,61
63667,64
63668,66
63669,72
63670,25
63671,48
63672,54
63673,26
63674,17
63675,58
63676,61
63677,59
63678,61
63679,57
63680,45
63681,18
63682,14
63683,11
63684,64
63685,60
63686,70
63687,51
63688,50
63689,27
63690,78
63691,28
63692,10
63693,61
63694,37
63695,39
63696,13
63697,12
63698,73
63699,69
63700,61
63701,38
63702,56
63703,49
63704,32
63705,36
63706,18
63707,63
63708,48
63709,43
63710,14
63711,12
63712,9
63713,73
63714,54
63715,35
63716,35
63717,12
63718,11
63719,9
63720,22
63721,23
63722,23
63723,28
63724,41
63725,14
63726,29
63727,35
63728,10
63729,40
63730,14
63731,11
63732,62
63733,56
63734,20
63735,48
63736,8
63737,28
63738,56
63739,22
63740,21
63741,67
63742,64
63743,72
63744,72
63745,52
63746,53
63747,18
63748,12
63749,80
63750,75
63751,34
63752,35
63753,60
63754,37
63755,18
63756,43
63757,42
63758,17
63759,15
63760,50
63761,21
63762,76
63763,18
63764,18
63765,51
63766,42
63767,23
63768,20
63769,74
63770,73
63771,51
63772,58
63773,76
63774,79
63775,76
63776,59
63777,47
63778,89
63779,67
63780,53
63781,18
63782,15
63783,22
63784,50
63785,58
63786,57
63787,41
63788,44
63789,66
63790,67
63791,67
63792,68
63793,25
63794,20
63795,26
63796,52
63797,54
63798,13
63799,20
63800,56
63801,54
63802,21
63803,16
63804,64
63805,57
63806,36
63807,36
63808,14
63809,12
63810,15
63811,42
63812,31
63813,3
63814,62
63815,65
63816,54
63817,59
63818,19
63819,39
63820,33
63821,11
63822,7
63823,5
63824,3
63825,29
63826,29
63827,10
63828,9
63829,5
63830,2
63831,31
63832,26
63833,1
63834,64
63835,66
63836,48
63837,53
63838,65
63839,70
63840,73
63841,37
63842,31
63843,1
63844,40
63845,19
63846,15
63847,10
63848,66
63849,69
63850,29
63851,55
63852,47
63853,16
63854,46
63855,22
63856,71
63857,37
63858,15
63859,13
63860,68
63861,67
63862,53
63863,46
63864,64
63865,23
63866,37
63867,34
63868,57
63869,60
63870,64
63871,64
63872,22
63873,27
63874,45
63875,62
63876,38
63877,9
63878,57
63879,55
63880,80
63881,28
63882,60
63883,57
63884,57
63885,72
63886,72
63887,70
63888,50
63889,83
63890,69
63891,58
63892,70
63893,52
63894,24
63895,27
63896,4
63897,1
63898,0
63899,25
63900,72
63901,65
63902,49
63903,45
63904,15
63905,14
63906,11
63907,8
63908,66
63909,31
63910,62
63911,61
63912,35
63913,48
63914,74
63915,50
63916,51
63917,20
63918,17
63919,76
63920,66
63921,36
63922,39
63923,13
63924,11
63925,7
63926,3
63927,2
63928,83
63929,75
63930,45
63931,68
63932,12
63933,10
63934,32
63935,67
63936,65
63937,56
63938,56
63939,80
63940,61
63941,58
63942,54
63943,67
63944,46
63945,93
63946,62
63947,51
63948,31
63949,34
63950,7
63951,3
63952,41
63953,49
63954,73
63955,23
63956,47
63957,49
63958,26
63959,15
63960,35
63961,35
63962,13
63963,9
63964,7
63965,1
63966,64
63967,18
63968,27
63969,31
63970,5
63971,2
63972,0
63973,61
63974,59
63975,87
63976,57
63977,34
63978,36
63979,34
63980,23
63981,17
63982,47
63983,44
63984,47
63985,43
63986,45
63987,14
63988,3
63989,69
63990,46
63991,56
63992,53
63993,62
63994,63
63995,54
63996,49
63997,15
63998,57
63999,34
64000,37
64001,25
64002,58
64003,55
64004,53
64005,82
64006,63
64007,22
64008,24
64009,61
64010,20
64011,54
64012,43
64013,3
64014,1
64015,68
64016,65
64017,36
64018,39
64019,1
64020,63
64021,60
64022,69
64023,56
64024,30
64025,26
64026,0
64027,32
64028,9
64029,4
64030,38
64031,14
64032,12
64033,24
64034,67
64035,74
64036,47
64037,35
64038,14
64039,5
64040,33
64041,53
64042,51
64043,65
64044,59
64045,35
64046,36
64047,5
64048,51
64049,36
64050,0
64051,11
64052,37
64053,50
64054,46
64055,18
64056,16
64057,14
64058,10
64059,56
64060,62
64061,18
64062,85
64063,51
64064,52
64065,20
64066,44
64067,43
64068,82
64069,62
64070,84
64071,26
64072,25
64073,2
64074,27
64075,28
64076,7
64077,6
64078,25
64079,20
64080,20
64081,34
64082,47
64083,22
64084,11
64085,28
64086,28
64087,65
64088,44
64089,15
64090,12
64091,9
64092,31
64093,67
64094,31
64095,29
64096,13
64097,7
64098,4
64099,57
64100,55
64101,67
64102,62
64103,26
64104,57
64105,73
64106,33
64107,31
64108,68
64109,70
64110,31
64111,61
64112,20
64113,20
64114,20
64115,59
64116,48
64117,15
64118,14
64119,39
64120,39
64121,8
64122,4
64123,53
64124,83
64125,63
64126,67
64127,79
64128,72
64129,69
64130,66
64131,64
64132,43
64133,51
64134,11
64135,9
64136,29
64137,41
64138,43
64139,16
64140,13
64141,11
64142,2
64143,40
64144,38
64145,18
64146,14
64147,11
64148,6
64149,2
64150,57
64151,50
64152,72
64153,66
64154,40
64155,37
64156,12
64157,10
64158,1
64159,70
64160,50
64161,45
64162,15
64163,7
64164,25
64165,23
64166,4
64167,2
64168,1
64169,84
64170,72
64171,73
64172,40
64173,45
64174,17
64175,15
64176,12
64177,10
64178,8
64179,6
64180,66
64181,31
64182,29
64183,30
64184,77
64185,72
64186,79
64187,83
64188,75
64189,74
64190,36
64191,35
64192,15
64193,13
64194,8
64195,8
64196,72
64197,76
64198,83
64199,72
64200,57
64201,61
64202,65
64203,40
64204,38
64205,9
64206,7
64207,41
64208,42
64209,12
64210,9
64211,6
64212,65
64213,93
64214,44
64215,19
64216,13
64217,42
64218,42
64219,7
64220,2
64221,63
64222,29
64223,10
64224,22
64225,24
64226,20
64227,53
64228,54
64229,81
64230,81
64231,53
64232,53
64233,85
64234,55
64235,15
64236,80
64237,57
64238,55
64239,26
64240,25
64241,54
64242,60
64243,80
64244,61
64245,46
64246,43
64247,16
64248,65
64249,65
64250,78
64251,47
64252,19
64253,17
64254,15
64255,13
64256,21
64257,39
64258,41
64259,19
64260,17
64261,50
64262,50
64263,17
64264,18
64265,51
64266,85
64267,73
64268,60
64269,59
64270,43
64271,43
64272,15
64273,12
64274,38
64275,38
64276,13
64277,8
64278,60
64279,67
64280,50
64281,39
64282,10
64283,25
64284,45
64285,16
64286,23
64287,41
64288,53
64289,13
64290,9
64291,34
64292,67
64293,61
64294,76
64295,75
64296,50
64297,46
64298,17
64299,15
64300,12
64301,45
64302,14
64303,40
64304,42
64305,19
64306,14
64307,6
64308,57
64309,60
64310,85
64311,63
64312,77
64313,55
64314,45
64315,40
64316,19
64317,14
64318,39
64319,34
64320,16
64321,15
64322,14
64323,33
64324,71
64325,69
64326,31
64327,11
64328,8
64329,36
64330,26
64331,26
64332,8
64333,6
64334,3
64335,2
64336,0
64337,67
64338,67
64339,43
64340,63
64341,49
64342,53
64343,39
64344,37
64345,12
64346,11
64347,7
64348,44
64349,53
64350,50
64351,23
64352,45
64353,44
64354,21
64355,16
64356,11
64357,32
64358,27
64359,5
64360,3
64361,1
64362,63
64363,30
64364,29
64365,6
64366,4
64367,45
64368,23
64369,21
64370,6
64371,3
64372,0
64373,68
64374,32
64375,63
64376,68
64377,59
64378,48
64379,45
64380,32
64381,14
64382,7
64383,6
64384,28
64385,28
64386,85
64387,83
64388,64
64389,61
64390,45
64391,42
64392,71
64393,47
64394,67
64395,61
64396,61
64397,62
64398,35
64399,37
64400,12
64401,10
64402,7
64403,45
64404,35
64405,1
64406,49
64407,40
64408,13
64409,13
64410,60
64411,62
64412,67
64413,67
64414,66
64415,79
64416,75
64417,30
64418,35
64419,6
64420,4
64421,2
64422,53
64423,58
64424,31
64425,51
64426,49
64427,17
64428,70
64429,70
64430,59
64431,61
64432,64
64433,63
64434,41
64435,44
64436,16
64437,14
64438,10
64439,8
64440,6
64441,63
64442,44
64443,16
64444,14
64445,40
64446,82
64447,83
64448,83
64449,83
64450,73
64451,72
64452,54
64453,45
64454,33
64455,2
64456,75
64457,55
64458,53
64459,64
64460,66
64461,76
64462,61
64463,48
64464,46
64465,45
64466,38
64467,16
64468,13
64469,23
64470,76
64471,66
64472,63
64473,34
64474,33
64475,33
64476,13
64477,9
64478,6
64479,2
64480,72
64481,69
64482,26
64483,23
64484,59
64485,61
64486,45
64487,45
64488,65
64489,79
64490,69
64491,70
64492,66
64493,87
64494,70
64495,57
64496,65
64497,73
64498,71
64499,71
64500,54
64501,54
64502,88
64503,48
64504,21
64505,42
64506,64
64507,62
64508,41
64509,16
64510,1
64511,56
64512,24
64513,26
64514,25
64515,23
64516,49
64517,46
64518,24
64519,21
64520,17
64521,36
64522,38
64523,5
64524,1
64525,52
64526,62
64527,69
64528,73
64529,65
64530,64
64531,78
64532,75
64533,64
64534,66
64535,37
64536,36
64537,8
64538,2
64539,80
64540,69
64541,27
64542,53
64543,58
64544,84
64545,54
64546,46
64547,69
64548,75
64549,18
64550,37
64551,74
64552,56
64553,56
64554,11
64555,6
64556,93
64557,73
64558,70
64559,66
64560,58
64561,68
64562,63
64563,56
64564,54
64565,20
64566,15
64567,18
64568,86
64569,93
64570,35
64571,13
64572,53
64573,63
64574,79
64575,75
64576,20
64577,68
64578,69
64579,77
64580,77
64581,38
64582,40
64583,16
64584,14
64585,12
64586,9
64587,8
64588,42
64589,41
64590,21
64591,14
64592,0
64593,19
64594,52
64595,54
64596,54
64597,36
64598,41
64599,11
64600,9
64601,20
64602,17
64603,65
64604,70
64605,71
64606,61
64607,61
64608,26
64609,27
64610,3
64611,1
64612,30
64613,30
64614,2
64615,66
64616,65
64617,41
64618,43
64619,9
64620,61
64621,28
64622,71
64623,64
64624,36
64625,37
64626,12
64627,9
64628,6
64629,57
64630,54
64631,31
64632,0
64633,36
64634,42
64635,16
64636,13
64637,67
64638,72
64639,15
64640,17
64641,71
64642,70
64643,64
64644,59
64645,17
64646,50
64647,37
64648,4
64649,18
64650,34
64651,27
64652,21
64653,2
64654,2
64655,0
64656,42
64657,20
64658,39
64659,14
64660,57
64661,54
64662,31
64663,3
64664,27
64665,43
64666,46
64667,15
64668,12
64669,14
64670,79
64671,58
64672,50
64673,22
64674,20
64675,2
64676,1
64677,59
64678,45
64679,50
64680,16
64681,22
64682,23
64683,21
64684,55
64685,51
64686,62
64687,85
64688,72
64689,78
64690,38
64691,37
64692,14
64693,41
64694,38
64695,8
64696,5
64697,26
64698,36
64699,55
64700,53
64701,59
64702,66
64703,57
64704,4
64705,3
64706,29
64707,71
64708,70
64709,52
64710,55
64711,62
64712,61
64713,50
64714,52
64715,57
64716,55
64717,49
64718,72
64719,71
64720,34
64721,37
64722,2
64723,68
64724,50
64725,15
64726,63
64727,56
64728,16
64729,38
64730,47
64731,7
64732,5
64733,1
64734,77
64735,46
64736,45
64737,61
64738,57
64739,29
64740,26
64741,38
64742,33
64743,5
64744,2
64745,53
64746,24
64747,46
64748,46
64749,11
64750,63
64751,68
64752,31
64753,28
64754,4
64755,2
64756,68
64757,44
64758,32
64759,14
64760,12
64761,13
64762,11
64763,24
64764,27
64765,2
64766,26
64767,52
64768,51
64769,23
64770,16
64771,25
64772,21
64773,0
64774,62
64775,58
64776,54
64777,27
64778,4
64779,29
64780,30
64781,34
64782,11
64783,8
64784,41
64785,40
64786,5
64787,2
64788,49
64789,17
64790,69
64791,66
64792,64
64793,55
64794,54
64795,48
64796,59
64797,33
64798,32
64799,9
64800,21
64801,85
64802,55
64803,69
64804,41
64805,2
64806,43
64807,44
64808,18
64809,16
64810,6
64811,54
64812,57
64813,30
64814,17
64815,77
64816,67
64817,67
64818,86
64819,61
64820,58
64821,63
64822,65
64823,80
64824,57
64825,89
64826,72
64827,32
64828,79
64829,24
64830,42
64831,42
64832,15
64833,11
64834,34
64835,0
64836,32
64837,29
64838,28
64839,39
64840,37
64841,11
64842,9
64843,19
64844,16
64845,68
64846,52
64847,64
64848,58
64849,48
64850,52
64851,31
64852,9
64853,69
64854,59
64855,59
64856,64
64857,45
64858,41
64859,46
64860,18
64861,15
64862,10
64863,69
64864,36
64865,34
64866,3
64867,1
64868,63
64869,52
64870,57
64871,80
64872,84
64873,48
64874,30
64875,64
64876,68
64877,93
64878,93
64879,47
64880,80
64881,45
64882,43
64883,41
64884,16
64885,12
64886,71
64887,64
64888,61
64889,52
64890,44
64891,42
64892,19
64893,23
64894,15
64895,41
64896,17
64897,15
64898,10
64899,42
64900,27
64901,5
64902,24
64903,41
64904,16
64905,9
64906,41
64907,10
64908,8
64909,5
64910,34
64911,34
64912,16
64913,13
64914,10
64915,77
64916,93
64917,38
64918,36
64919,67
64920,59
64921,40
64922,79
64923,73
64924,41
64925,38
64926,9
64927,41
64928,40
64929,17
64930,15
64931,11
64932,46
64933,54
64934,58
64935,64
64936,85
64937,86
64938,49
64939,34
64940,86
64941,19
64942,56
64943,61
64944,46
64945,43
64946,17
64947,13
64948,8
64949,52
64950,52
64951,63
64952,54
64953,60
64954,85
64955,71
64956,68
64957,74
64958,73
64959,40
64960,73
64961,75
64962,50
64963,19
64964,71
64965,80
64966,66
64967,57
64968,61
64969,54
64970,58
64971,59
64972,24
64973,21
64974,50
64975,46
64976,16
64977,13
64978,58
64979,57
64980,84
64981,65
64982,39
64983,9
64984,63
64985,59
64986,46
64987,83
64988,58
64989,67
64990,69
64991,55
64992,66
64993,67
64994,60
64995,64
64996,37
64997,9
64998,58
64999,53
65000,18
65001,23
65002,25
65003,27
65004,59
65005,30
65006,62
65007,37
65008,42
65009,40
65010,16
65011,1
65012,10
65013,8
65014,40
65015,76
65016,78
65017,61
65018,61
65019,73
65020,78
65021,73
65022,31
65023,32
65024,12
65025,10
65026,3
65027,59
65028,59
65029,78
65030,68
65031,53
65032,45
65033,43
65034,19
65035,16
65036,46
65037,46
65038,75
65039,77
65040,82
65041,41
65042,77
65043,73
65044,57
65045,59
65046,16
65047,56
65048,73
65049,73
65050,75
65051,74
65052,49
65053,43
65054,45
65055,17
65056,11
65057,3
65058,82
65059,23
65060,26
65061,31
65062,36
65063,40
65064,12
65065,10
65066,7
65067,6
65068,1
65069,93
65070,45
65071,48
65072,17
65073,93
65074,87
65075,69
65076,66
65077,62
65078,41
65079,41
65080,17
65081,12
65082,60
65083,48
65084,54
65085,51
65086,22
65087,13
65088,64
65089,28
65090,6
65091,30
65092,61
65093,61
65094,50
65095,50
65096,18
65097,14
65098,11
65099,44
65100,43
65101,11
65102,9
65103,41
65104,39
65105,7
65106,2
65107,60
65108,76
65109,19
65110,35
65111,45
65112,42
65113,20
65114,18
65115,16
65116,14
65117,11
65118,9
65119,64
65120,78
65121,73
65122,52
65123,55
65124,19
65125,17
65126,15
65127,12
65128,48
65129,35
65130,7
65131,6
65132,6
65133,6
65134,35
65135,26
65136,2
65137,7
65138,5
65139,58
65140,58
65141,40
65142,67
65143,66
65144,66
65145,64
65146,65
65147,56
65148,72
65149,72
65150,31
65151,34
65152,15
65153,13
65154,64
65155,40
65156,14
65157,10
65158,67
65159,67
65160,65
65161,46
65162,56
65163,27
65164,59
65165,64
65166,88
65167,85
65168,52
65169,54
65170,29
65171,46
65172,46
65173,9
65174,71
65175,82
65176,22
65177,19
65178,52
65179,54
65180,20
65181,18
65182,38
65183,52
65184,19
65185,12
65186,2
65187,16
65188,62
65189,62
65190,59
65191,68
65192,85
65193,80
65194,79
65195,80
65196,56
65197,57
65198,53
65199,80
65200,85
65201,69
65202,65
65203,62
65204,68
65205,25
65206,71
65207,68
65208,68
65209,68
65210,50
65211,33
65212,27
65213,9
65214,6
65215,4
65216,0
65217,54
65218,45
65219,57
65220,48
65221,55
65222,24
65223,27
65224,3
65225,18
65226,26
65227,31
65228,12
65229,10
65230,30
65231,56
65232,58
65233,28
65234,20
65235,53
65236,54
65237,21
65238,49
65239,39
65240,22
65241,15
65242,44
65243,45
65244,18
65245,14
65246,11
65247,7
65248,4
65249,58
65250,57
65251,47
65252,46
65253,26
65254,43
65255,40
65256,19
65257,15
65258,9
65259,6
65260,26
65261,60
65262,58
65263,34
65264,42
65265,41
65266,15
65267,12
65268,10
65269,9
65270,7
65271,4
65272,80
65273,70
65274,60
65275,58
65276,63
65277,34
65278,13
65279,9
65280,8
65281,79
65282,80
65283,52
65284,72
65285,39
65286,17
65287,7
65288,5
65289,31
65290,22
65291,32
65292,31
65293,4
65294,2
65295,30
65296,10
65297,7
65298,8
65299,8
65300,4
65301,33
65302,24
65303,93
65304,50
65305,41
65306,14
65307,13
65308,13
65309,12
65310,12
65311,61
65312,31
65313,33
65314,9
65315,7
65316,6
65317,4
65318,3
65319,0
65320,54
65321,54
65322,16
65323,80
65324,75
65325,24
65326,21
65327,77
65328,58
65329,53
65330,23
65331,93
65332,40
65333,37
65334,3
65335,8
65336,66
65337,72
65338,73
65339,79
65340,58
65341,58
65342,29
65343,77
65344,77
65345,74
65346,68
65347,39
65348,39
65349,11
65350,25
65351,26
65352,55
65353,55
65354,50
65355,48
65356,14
65357,77
65358,50
65359,71
65360,74
65361,81
65362,80
65363,67
65364,69
65365,42
65366,42
65367,15
65368,11
65369,8
65370,5
65371,49
65372,76
65373,72
65374,67
65375,81
65376,74
65377,71
65378,36
65379,32
65380,4
65381,2
65382,45
65383,19
65384,13
65385,64
65386,63
65387,43
65388,36
65389,14
65390,11
65391,17
65392,31
65393,10
65394,30
65395,47
65396,37
65397,16
65398,14
65399,12
65400,8
65401,66
65402,57
65403,24
65404,24
65405,27
65406,1
65407,0
65408,74
65409,20
65410,20
65411,20
65412,63
65413,63
65414,81
65415,85
65416,46
65417,54
65418,16
65419,51
65420,39
65421,54
65422,9
65423,14
65424,61
65425,62
65426,42
65427,43
65428,16
65429,29
65430,33
65431,7
65432,4
65433,64
65434,80
65435,73
65436,64
65437,78
65438,62
65439,25
65440,62
65441,67
65442,41
65443,39
65444,54
65445,53
65446,21
65447,76
65448,35
65449,33
65450,4
65451,1
65452,82
65453,82
65454,64
65455,64
65456,27
65457,26
65458,2
65459,0
65460,26
65461,31
65462,8
65463,7
65464,4
65465,2
65466,71
65467,63
65468,60
65469,45
65470,49
65471,57
65472,57
65473,48
65474,51
65475,65
65476,38
65477,54
65478,60
65479,49
65480,61
65481,22
65482,55
65483,29
65484,29
65485,5
65486,2
65487,45
65488,44
65489,19
65490,54
65491,61
65492,28
65493,21
65494,93
65495,47
65496,53
65497,76
65498,72
65499,52
65500,52
65501,23
65502,36
65503,45
65504,17
65505,7
65506,1
65507,44
65508,49
65509,37
65510,34
65511,5
65512,4
65513,2
65514,0
65515,61
65516,59
65517,23
65518,30
65519,71
65520,67
65521,57
65522,54
65523,35
65524,75
65525,69
65526,83
65527,62
65528,62
65529,55
65530,76
65531,63
65532,50
65533,50
65534,20
65535,78
65536,75
65537,70
65538,35
65539,58
65540,34
65541,66
65542,14
65543,67
65544,62
65545,25
65546,5
65547,3
65548,48
65549,80
65550,76
65551,48
65552,38
65553,16
65554,36
65555,31
